"Część";"Numer części";"Część";"Numer części";"Dział";"Numer działu";"Rozdział";"Numer rozdziału";"Dotacje i subwencje";"Świadczenia na rzecz osób fizycznych";"Wydatki bieżące jednostek budżetowych";"Wydatki majątkowe";"Wydatki na obsługę długu Skarbu Państwa";"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Środki własne Unii Europejskiej";"Ogółem (w tys. zł.)"
"Administracja publiczna";750;"KULTURA FIZYCZNA";25;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";75076;"";"";0;0;556;0;0;0;0;556
"KULTURA FIZYCZNA";25;"Obrona narodowa";752;"";"";"";"";0;0;10;0;0;0;0;10
"Obrona narodowa";752;"KULTURA FIZYCZNA";25;"Pozostałe wydatki obronne";75212;"";"";0;0;10;0;0;0;0;10
"KULTURA FIZYCZNA";25;"Kultura fizyczna";926;"";"";"";"";207454;21560;8051;748618;0;0;0;985683
"Kultura fizyczna";926;"KULTURA FIZYCZNA";25;"Obiekty sportowe";92601;"";"";0;0;0;250000;0;0;0;250000
"Kultura fizyczna";926;"KULTURA FIZYCZNA";25;"Komisja do Zwalczania Dopingu w Sporcie";92603;"";"";0;0;1325;10;0;0;0;1335
"Kultura fizyczna";926;"KULTURA FIZYCZNA";25;"Instytucje kultury fizycznej";92604;"";"";20270;0;0;2831;0;0;0;23101
"Kultura fizyczna";926;"KULTURA FIZYCZNA";25;"Zadania w zakresie kultury fizycznej";92605;"";"";183704;0;0;0;0;0;0;183704
"Kultura fizyczna";926;"KULTURA FIZYCZNA";25;"Pozostała działalność";92695;"";"";3480;21560;6726;495777;0;0;0;527543
"ŁĄCZNOŚĆ";26;"";"";"";"";"";"";1900;5;16983;0;0;34;0;18922
"ŁĄCZNOŚĆ";26;"Transport i łączność";600;"";"";"";"";1900;0;207;0;0;5;0;2112
"Transport i łączność";600;"ŁĄCZNOŚĆ";26;"Operatorzy pocztowi";60046;"";"";1900;0;0;0;0;0;0;1900
"Transport i łączność";600;"ŁĄCZNOŚĆ";26;"Zadania w zakresie telekomunikacji";60052;"";"";0;0;207;0;0;5;0;212
"ŁĄCZNOŚĆ";26;"Administracja publiczna";750;"";"";"";"";0;5;15611;0;0;29;0;15645
"Administracja publiczna";750;"ŁĄCZNOŚĆ";26;"Urzędy naczelnych i centralnych organów administracji rządowej";75001;"";"";0;5;15266;0;0;29;0;15300
"Administracja publiczna";750;"ŁĄCZNOŚĆ";26;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";75076;"";"";0;0;345;0;0;0;0;345
"ŁĄCZNOŚĆ";26;"Obrona narodowa";752;"";"";"";"";0;0;1165;0;0;0;0;1165
"Obrona narodowa";752;"ŁĄCZNOŚĆ";26;"Pozostałe wydatki obronne";75212;"";"";0;0;1165;0;0;0;0;1165
"INFORMATYZACJA";27;"";"";"";"";"";"";0;62;35853;390;0;46073;0;82378
"INFORMATYZACJA";27;"Przetwórstwo przemysłowe";150;"";"";"";"";0;0;0;0;0;31336;0;31336
"Przetwórstwo przemysłowe";150;"INFORMATYZACJA";27;"Polska Agencja Rozwoju Przedsiębiorczości";15012;"";"";0;0;0;0;0;31336;0;31336
"INFORMATYZACJA";27;"Informatyka";720;"";"";"";"";0;30;1557;0;0;1493;0;3080
"Informatyka";720;"INFORMATYZACJA";27;"Pozostała działalność";72095;"";"";0;30;1557;0;0;1493;0;3080
"INFORMATYZACJA";27;"Administracja publiczna";750;"";"";"";"";0;32;34296;390;0;13244;0;47962
"Administracja publiczna";750;"INFORMATYZACJA";27;"Urzędy naczelnych i centralnych organów administracji rządowej";75001;"";"";0;27;5995;240;0;6238;0;12500
"Administracja publiczna";750;"INFORMATYZACJA";27;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";75076;"";"";0;0;25220;0;0;0;0;25220
"Administracja publiczna";750;"INFORMATYZACJA";27;"Pozostała działalność";75095;"";"";0;5;3081;150;0;7006;0;10242
"NAUKA";28;"";"";"";"";"";"";2888498;3762;1203064;254248;0;271341;0;4620913
"NAUKA";28;"Nauka";730;"";"";"";"";2880248;3692;1004778;240588;0;257418;0;4386724
"Nauka";730;"NAUKA";28;"Projekty badawcze i celowe w dziedzinie nauk przyrodniczych";73001;"";"";0;0;251536;0;0;21907;0;273443
"Nauka";730;"NAUKA";28;"Projekty badawcze i celowe w dziedzinie nauk technicznych";73002;"";"";19000;0;440111;0;0;32488;0;491599
"Nauka";730;"NAUKA";28;"Projekty badawcze i celowe w dziedzinie nauk społecznych, humanistycznych  i ścisłych";73003;"";"";0;0;136441;0;0;1803;0;138244
"Nauka";730;"NAUKA";28;"Działalność statutowa i inwestycyjna jednostek naukowych oraz badania własne szkół wyższych";73005;"";"";1932128;3000;2000;235000;0;66000;0;2238128
"Nauka";730;"NAUKA";28;"Działalność wspomagająca badania";73006;"";"";1000;192;62808;0;0;0;0;64000
"Nauka";730;"NAUKA";28;"Współpraca naukowa i naukowo-techniczna z zagranicą";73007;"";"";1143;0;108168;0;0;85603;0;194914
"Nauka";730;"NAUKA";28;"Narodowe Centrum Badań i Rozwoju";73008;"";"";627012;0;0;588;0;0;0;627600
"Nauka";730;"NAUKA";28;"Narodowe Centrum Nauki";73009;"";"";299965;0;0;5000;0;0;0;304965
"Nauka";730;"NAUKA";28;"Pozostała działalność";73095;"";"";0;500;3714;0;0;49617;0;53831
"NAUKA";28;"Administracja publiczna";750;"";"";"";"";0;70;43466;1230;0;13923;0;58689
"NAUKA";28;"Administracja publiczna";750;"Urzędy naczelnych i centralnych organów administracji rządowej";75001;"";"";0;70;40201;1230;0;13923;0;55424
"NAUKA";28;"Administracja publiczna";750;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";75076;"";"";0;0;3265;0;0;0;0;3265
"NAUKA";28;"Obrona narodowa";752;"";"";"";"";0;0;154820;0;0;0;0;154820
"Obrona narodowa";752;"NAUKA";28;"Pozostałe wydatki obronne";75212;"";"";0;0;20;0;0;0;0;20
"Obrona narodowa";752;"NAUKA";28;"Projekty badawcze i celowe w dziedzinie obronności";75221;"";"";0;0;154800;0;0;0;0;154800
"NAUKA";28;"Kultura i ochrona dziedzictwa narodowego";921;"";"";"";"";8250;0;0;12430;0;0;0;20680
"NAUKA";28;"Kultura i ochrona dziedzictwa narodowego";921;"Pozostałe instytucje kultury";92114;"";"";8250;0;0;12430;0;0;0;20680
"OBRONA NARODOWA";29;"";"";"";"";"";"";903582;6633985;13085339;6636708;0;0;0;27259614
"OBRONA NARODOWA";29;"Gospodarka mieszkaniowa";700;"";"";"";"";572135;0;0;0;0;0;0;572135
"Gospodarka mieszkaniowa";700;"OBRONA NARODOWA";29;"Wojskowa Agencja Mieszkaniowa";70013;"";"";572135;0;0;0;0;0;0;572135
"OBRONA NARODOWA";29;"Działalność usługowa";710;"";"";"";"";1491;0;0;0;0;0;0;1491
"Działalność usługowa";710;"OBRONA NARODOWA";29;"Agencja Mienia Wojskowego";71032;"";"";1491;0;0;0;0;0;0;1491
"OBRONA NARODOWA";29;"Administracja publiczna";750;"";"";"";"";0;15078;223272;10601;0;0;0;248951
"Administracja publiczna";750;"OBRONA NARODOWA";29;"Urzędy naczelnych i centralnych organów administracji rządowej";75001;"";"";0;406;194592;9436;0;0;0;204434
"Administracja publiczna";750;"OBRONA NARODOWA";29;"Placówki zagraniczne";75057;"";"";0;14672;28090;1165;0;0;0;43927
"Administracja publiczna";750;"OBRONA NARODOWA";29;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii";75076;"";"";0;0;590;0;0;0;0;590
"OBRONA NARODOWA";29;"Obrona narodowa";752;"";"";"";"";174175;907860;12340807;6464278;0;0;0;19887120
"OBRONA NARODOWA";29;"Obrona narodowa";752;"Wojska Lądowe";75201;"";"";0;196360;2674097;0;0;0;0;2870457
"OBRONA NARODOWA";29;"Obrona narodowa";752;"Siły powietrzne";75202;"";"";0;78731;1281826;0;0;0;0;1360557
"OBRONA NARODOWA";29;"Obrona narodowa";752;"Marynarka Wojenna";75203;"";"";0;37202;568258;0;0;0;0;605460
"OBRONA NARODOWA";29;"Obrona narodowa";752;"Centralne wsparcie";75204;"";"";0;13899;2234970;5849348;0;0;0;8098217
"OBRONA NARODOWA";29;"Obrona narodowa";752;"Żandarmeria Wojskowa";75207;"";"";0;15534;212770;0;0;0;0;228304
"OBRONA NARODOWA";29;"Obrona narodowa";752;"Ordynariat Polowy Wojska Polskiego Polskiego ";75208;"";"";0;332;20198;0;0;0;0;20530
"OBRONA NARODOWA";29;"Obrona narodowa";752;"Prawosławny Ordynariat Wojska";75209;"";"";0;47;2635;0;0;0;0;2682
"OBRONA NARODOWA";29;"Obrona narodowa";752;"Ewangelickie Duszpasterstwo  Wojskowe";75210;"";"";0;37;1618;0;0;0;0;1655
"OBRONA NARODOWA";29;"Obrona narodowa";752;"Dowodzenie i kierowanie Siłami Zbrojnymi Rzeczypospolitej  Polskiej";75213;"";"";0;10895;403613;0;0;0;0;414508
"OBRONA NARODOWA";29;"Obrona narodowa";752;"Zadania związane z utrzymaniem mocy rezerwowych ze względu na potrzeby Sił Zbrojnych Rzeczypospolitej  Polskiej";75215;"";"";23000;0;0;0;0;0;0;23000
"OBRONA NARODOWA";29;"Obrona narodowa";752;"Wojskowe Misje Pokojowe";75216;"";"";0;393635;254360;576440;0;0;0;1224435
"OBRONA NARODOWA";29;"Obrona narodowa";752;"Służba Wywiadu Wojskowego";75217;"";"";0;2748;84975;18537;0;0;0;106260
"OBRONA NARODOWA";29;"Obrona narodowa";752;"Służba Kontrwywiadu Wojskowego";75218;"";"";0;4910;132640;19953;0;0;0;157503
"OBRONA NARODOWA";29;"Obrona narodowa";752;"Wojska Specjalne";75219;"";"";0;11278;231170;0;0;0;0;242448
"OBRONA NARODOWA";29;"Obrona narodowa";752;"Zabezpieczenie  wojsk";75220;"";"";0;49684;3715600;0;0;0;0;3765284
"OBRONA NARODOWA";29;"Obrona narodowa";752;"Pozostała działalność";75295;"";"";151175;92568;522077;0;0;0;0;765820
"OBRONA NARODOWA";29;"Obowiązkowe ubezpieczenia społeczne";753;"";"";"";"";0;5705936;307545;5735;0;0;0;6019216
"Obowiązkowe ubezpieczenia społeczne";753;"OBRONA NARODOWA";29;"Świadczenia pieniężne z zaopatrzenia emerytalnego ";75301;"";"";0;5705617;307545;5735;0;0;0;6018897
"Obowiązkowe ubezpieczenia społeczne";753;"OBRONA NARODOWA";29;"Uposażenia prokuratorów w stanie spoczynku oraz uposażenia rodzinne";75302;"";"";0;319;0;0;0;0;0;319
"OBRONA NARODOWA";29;"Wymiar sprawiedliwości";755;"";"";"";"";0;1327;56401;1837;0;0;0;59565
"Wymiar sprawiedliwości";755;"OBRONA NARODOWA";29;"Sądy wojskowe";75503;"";"";0;620;18852;817;0;0;0;20289
"Wymiar sprawiedliwości";755;"OBRONA NARODOWA";29;"Wojskowe jednostki organizacyjne prokuratury";75506;"";"";0;707;37549;1020;0;0;0;39276
"OBRONA NARODOWA";29;"Szkolnictwo wyższe";803;"";"";"";"";129534;70;0;26073;0;0;0;155677
"Szkolnictwo wyższe";803;"OBRONA NARODOWA";29;"Uczelnie wojskowe";80302;"";"";129534;70;0;26073;0;0;0;155677
"OBRONA NARODOWA";29;"Ochrona zdrowia";851;"";"";"";"";2549;3714;157314;96494;0;0;0;260071
"Ochrona zdrowia";851;"OBRONA NARODOWA";29;"Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego";85156;"";"";0;0;2113;0;0;0;0;2113
"Ochrona zdrowia";851;"OBRONA NARODOWA";29;"Staże i specjalizacje medyczne";85157;"";"";0;0;282;0;0;0;0;282
"Ochrona zdrowia";851;"OBRONA NARODOWA";29;"Pozostała działalność";85195;"";"";2549;3714;154919;96494;0;0;0;257676
"OBRONA NARODOWA";29;"Kultura i ochrona dziedzictwa narodowego";921;"";"";"";"";23698;0;0;31690;0;0;0;55388
"Kultura i ochrona dziedzictwa narodowego";921;"OBRONA NARODOWA";29;"Pozostałe instytucje kultury";92114;"";"";7173;0;0;0;0;0;0;7173
"Kultura i ochrona dziedzictwa narodowego";921;"OBRONA NARODOWA";29;"Muzea";92118;"";"";16525;0;0;31690;0;0;0;48215
"OŚWIATA I WYCHOWANIE";30;"";"";"";"";"";"";32385;11568;310719;5917;0;48993;0;409582
"OŚWIATA I WYCHOWANIE";30;"Przetwórstwo przemysłowe";150;"";"";"";"";1000;0;0;0;0;0;0;1000
"Przetwórstwo przemysłowe";150;"OŚWIATA I WYCHOWANIE";30;"Wydawanie podręczników szkolnych i akademickich";15002;"";"";1000;0;0;0;0;0;0;1000
"OŚWIATA I WYCHOWANIE";30;"Administracja publiczna";750;"";"";"";"";0;59;39270;2950;0;9435;0;51714
"Administracja publiczna";750;"OŚWIATA I WYCHOWANIE";30;"Urzędy naczelnych i centralnych organów administracji rządowej";75001;"";"";0;59;37785;2950;0;9435;0;50229
"Administracja publiczna";750;"OŚWIATA I WYCHOWANIE";30;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";75076;"";"";0;0;1485;0;0;0;0;1485
"OŚWIATA I WYCHOWANIE";30;"Obrona narodowa";752;"";"";"";"";0;0;14;0;0;0;0;14
"Obrona narodowa";752;"OŚWIATA I WYCHOWANIE";30;"Pozostałe wydatki obronne";75212;"";"";0;0;14;0;0;0;0;14
"OŚWIATA I WYCHOWANIE";30;"Bezpieczeństwo  publiczne i ochrona przeciwpożarowa";754;"";"";"";"";0;0;15;0;0;0;0;15
"Bezpieczeństwo  publiczne i ochrona przeciwpożarowa";754;"OŚWIATA I WYCHOWANIE";30;"Zarządzanie kryzysowe";75421;"";"";0;0;15;0;0;0;0;15
"OŚWIATA I WYCHOWANIE";30;"Oświata i wychowanie";801;"";"";"";"";21335;10549;271300;2967;0;39558;0;345709
"Oświata i wychowanie";801;"OŚWIATA I WYCHOWANIE";30;"Szkolnictwo polskie za granicą ";80135;"";"";0;5308;30899;300;0;0;0;36507
"Oświata i wychowanie";801;"OŚWIATA I WYCHOWANIE";30;"Jednostki pomocnicze szkolnictwa";80143;"";"";0;27;5274;374;0;1539;0;7214
"Oświata i wychowanie";801;"OŚWIATA I WYCHOWANIE";30;"Komisje egzaminacyjne";80145;"";"";0;65;186172;1698;0;7083;0;195018
"Oświata i wychowanie";801;"OŚWIATA I WYCHOWANIE";30;"Dokształcanie i doskonalenie nauczycieli";80146;"";"";0;98;26451;595;0;6345;0;33489
"Oświata i wychowanie";801;"OŚWIATA I WYCHOWANIE";30;"Pozostała działalność";80195;"";"";21335;5051;22504;0;0;24591;0;73481
"OŚWIATA I WYCHOWANIE";30;"Edukacyjna opieka wychowawcza";854;"";"";"";"";1800;960;120;0;0;0;0;2880
"OŚWIATA I WYCHOWANIE";30;"Edukacyjna opieka wychowawcza";854;"Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży";85412;"";"";1200;0;120;0;0;0;0;1320
"OŚWIATA I WYCHOWANIE";30;"Edukacyjna opieka wychowawcza";854;"Kolonie i obozy dla młodzieży polonijnej w kraju";85413;"";"";600;0;0;0;0;0;0;600
"OŚWIATA I WYCHOWANIE";30;"Edukacyjna opieka wychowawcza";854;"Pomoc materialna dla uczniów";85415;"";"";0;960;0;0;0;0;0;960
"OŚWIATA I WYCHOWANIE";30;"Kultura i ochrona dziedzictwa narodowego";921;"";"";"";"";8250;0;0;0;0;0;0;8250
"OŚWIATA I WYCHOWANIE";30;"Kultura i ochrona dziedzictwa narodowego";921;"Pozostałe instytucje kultury";92114;"";"";8250;0;0;0;0;0;0;8250
"PRACA";31;"";"";"";"";"";"";0;293;251437;6897;0;106868;0;365495
"PRACA";31;"Przetwórstwo przemysłowe";150;"";"";"";"";0;42;3327;0;0;63265;0;66634
"Przetwórstwo przemysłowe";150;"PRACA";31;"Drukarnie";15001;"";"";0;42;3327;0;0;0;0;3369
"Przetwórstwo przemysłowe";150;"PRACA";31;"Rozwój przedsiębiorczości";15011;"";"";0;0;0;0;0;10212;0;10212
"Przetwórstwo przemysłowe";150;"PRACA";31;"Polska Agencja Rozwoju Przedsiębiorczości";15012;"";"";0;0;0;0;0;53053;0;53053
"PRACA";31;"Administracja publiczna";750;"";"";"";"";0;101;79541;3647;0;39400;0;122689
"Administracja publiczna";750;"PRACA";31;"Urzędy naczelnych i centralnych organów administracji rządowej";75001;"";"";0;30;45694;3435;0;12899;0;62058
"Administracja publiczna";750;"PRACA";31;"Centrum Rozwoju Zasobów Ludzkich";75071;"";"";0;24;6322;72;0;26501;0;32919
"Administracja publiczna";750;"PRACA";31;"Centrum Partnerstwa Społecznego „Dialog”";75072;"";"";0;2;2094;140;0;0;0;2236
"Administracja publiczna";750;"PRACA";31;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";75076;"";"";0;0;883;0;0;0;0;883
"Administracja publiczna";750;"PRACA";31;"Pozostała działalność";75095;"";"";0;45;24548;0;0;0;0;24593
"PRACA";31;"Obrona narodowa";752;"";"";"";"";0;0;15;0;0;0;0;15
"Obrona narodowa";752;"PRACA";31;"Pozostałe wydatki obronne";75212;"";"";0;0;15;0;0;0;0;15
"PRACA";31;"Pozostałe zadania w zakresie polityki społecznej";853;"";"";"";"";0;150;166941;3250;0;4203;0;174544
"PRACA";31;"Pozostałe zadania w zakresie polityki społecznej";853;"Ochotnicze Hufce Pracy";85336;"";"";0;150;166941;3250;0;4203;0;174544
"PRACA";31;"Kultura i ochrona dziedzictwa narodowego";921;"";"";"";"";0;0;1613;0;0;0;0;1613
"PRACA";31;"Kultura i ochrona dziedzictwa narodowego";921;"Biblioteki";92116;"";"";0;0;1613;0;0;0;0;1613
"ROLNICTWO";32;"";"";"";"";"";"";390291;4542;281845;12792;0;58701;0;748171
"ROLNICTWO";32;"Rolnictwo i łowiectwo";10;"";"";"";"";340278;152;80215;1379;0;25;0;422049
"Rolnictwo i łowiectwo";10;"ROLNICTWO";32;"Krajowa Stacja Chemiczno-Rolnicza";1011;"";"";0;53;36531;150;0;0;0;36734
"Rolnictwo i łowiectwo";10;"ROLNICTWO";32;"Centralny Ośrodek Badania Odmian Roślin Uprawnych";1013;"";"";28119;0;0;0;0;0;0;28119
"Rolnictwo i łowiectwo";10;"ROLNICTWO";32;"Postęp biologiczny w produkcji roślinnej";1015;"";"";18594;0;0;0;0;0;0;18594
"Rolnictwo i łowiectwo";10;"ROLNICTWO";32;"Ochrona roślin";1017;"";"";2521;0;0;0;0;0;0;2521
"Rolnictwo i łowiectwo";10;"ROLNICTWO";32;"Rolnictwo ekologiczne";1018;"";"";5220;0;0;0;0;0;0;5220
"Rolnictwo i łowiectwo";10;"ROLNICTWO";32;"Krajowe Centrum Hodowli Zwierząt";1019;"";"";0;40;9765;0;0;0;0;9805
"Rolnictwo i łowiectwo";10;"ROLNICTWO";32;"Postęp biologiczny w produkcji zwierzęcej";1020;"";"";98195;0;0;0;0;0;0;98195
"Rolnictwo i łowiectwo";10;"ROLNICTWO";32;"Główny Inspektorat Weterynarii";1021;"";"";0;0;10482;0;0;0;0;10482
"Rolnictwo i łowiectwo";10;"ROLNICTWO";32;"Dopłaty do ubezpieczeń upraw rolnych i zwierząt gospodarskich";1026;"";"";100000;0;0;0;0;0;0;100000
"Rolnictwo i łowiectwo";10;"ROLNICTWO";32;"Inspekcja Ochrony Roślin i Nasiennictwa";1032;"";"";0;8;10246;0;0;0;0;10254
"Rolnictwo i łowiectwo";10;"ROLNICTWO";32;"Graniczne inspektoraty weterynarii";1035;"";"";0;11;9384;15;0;0;0;9410
"Rolnictwo i łowiectwo";10;"ROLNICTWO";32;"Pozostała działalność";1095;"";"";87629;40;3807;1214;0;25;0;92715
"ROLNICTWO";32;"Nauka";730;"";"";"";"";44000;0;0;0;0;0;0;44000
"Nauka";730;"ROLNICTWO";32;"Pozostała działalność";73095;"";"";44000;0;0;0;0;0;0;44000
"ROLNICTWO";32;"Administracja publiczna";750;"";"";"";"";0;97;56063;5787;0;53309;0;115256
"Administracja publiczna";750;"ROLNICTWO";32;"Urzędy naczelnych i centralnych organów administracji rządowej";75001;"";"";0;97;52188;5787;0;53309;0;111381
"Administracja publiczna";750;"ROLNICTWO";32;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";75076;"";"";0;0;3875;0;0;0;0;3875
"ROLNICTWO";32;"Obrona narodowa";752;"";"";"";"";0;0;35;0;0;0;0;35
"Obrona narodowa";752;"ROLNICTWO";32;"Pozostałe wydatki obronne";75212;"";"";0;0;35;0;0;0;0;35
"ROLNICTWO";32;"Oświata i wychowanie";801;"";"";"";"";620;3908;126744;5626;0;5218;0;142116
"Oświata i wychowanie";801;"ROLNICTWO";32;"Szkoły zawodowe";80130;"";"";0;3903;125322;5626;0;5094;0;139945
"Oświata i wychowanie";801;"ROLNICTWO";32;"Dokształcanie i doskonalenie nauczycieli";80146;"";"";0;5;1422;0;0;124;0;1551
"Oświata i wychowanie";801;"ROLNICTWO";32;"Pozostała działalność";80195;"";"";620;0;0;0;0;0;0;620
"ROLNICTWO";32;"Edukacyjna opieka wychowawcza";854;"";"";"";"";0;385;18788;0;0;149;0;19322
"Edukacyjna opieka wychowawcza";854;"ROLNICTWO";32;"Internaty i bursy szkolne";85410;"";"";0;385;18788;0;0;149;0;19322
"ROLNICTWO";32;"Kultura i ochrona dziedzictwa narodowego";921;"";"";"";"";5393;0;0;0;0;0;0;5393
"Kultura i ochrona dziedzictwa narodowego";921;"ROLNICTWO";32;"Biblioteki";92116;"";"";3905;0;0;0;0;0;0;3905
"Kultura i ochrona dziedzictwa narodowego";921;"ROLNICTWO";32;"Muzea";92118;"";"";1488;0;0;0;0;0;0;1488
"ROZWÓJ WSI";33;"";"";"";"";"";"";1887470;45;14032;197700;0;3056430;0;5155677
"ROZWÓJ WSI";33;"Rolnictwo i łowiectwo";10;"";"";"";"";1887432;10;734;197700;0;3056430;0;5142306
"Rolnictwo i łowiectwo";10;"ROZWÓJ WSI";33;"Centrum Doradztwa Rolniczego";1001;"";"";11433;0;0;700;0;0;0;12133
"Rolnictwo i łowiectwo";10;"ROZWÓJ WSI";33;"Agencja Restrukturyzacji  i Modernizacji Rolnictwa";1027;"";"";1875999;0;0;197000;0;3056430;0;5129429
"Rolnictwo i łowiectwo";10;"ROZWÓJ WSI";33;"Pozostała działalność";1095;"";"";0;10;734;0;0;0;0;744
"ROZWÓJ WSI";33;"Administracja publiczna";750;"";"";"";"";38;35;13288;0;0;0;0;13361
"Administracja publiczna";750;"ROZWÓJ WSI";33;"Urzędy naczelnych i centralnych organów administracji rządowej";75001;"";"";0;35;13091;0;0;0;0;13126
"Administracja publiczna";750;"ROZWÓJ WSI";33;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";75076;"";"";38;0;197;0;0;0;0;235
"ROZWÓJ WSI";33;"Obrona narodowa";752;"";"";"";"";0;0;10;0;0;0;0;10
"Obrona narodowa";752;"ROZWÓJ WSI";33;"Pozostałe wydatki obronne";75212;"";"";0;0;10;0;0;0;0;10
"ROZWÓJ REGIONALNY";34;"";"";"";"";"";"";0;435;34837;2314;0;1458949;0;1496535
"ROZWÓJ REGIONALNY";34;"Przetwórstwo przemysłowe";150;"";"";"";"";0;0;0;0;0;51198;0;51198
"ROZWÓJ REGIONALNY";34;"Przetwórstwo przemysłowe";150;"Polska Agencja Rozwoju Przedsiębiorczości";15012;"";"";0;0;0;0;0;38144;0;38144
"ROZWÓJ REGIONALNY";34;"Przetwórstwo przemysłowe";150;"Pozostała działalność";15095;"";"";0;0;0;0;0;13054;0;13054
"ROZWÓJ REGIONALNY";34;"Administracja publiczna";750;"";"";"";"";0;435;34829;2314;0;399960;0;437538
"Administracja publiczna";750;"ROZWÓJ REGIONALNY";34;"Urzędy naczelnych i centralnych organów administracji rządowej";75001;"";"";0;170;31626;2314;0;242556;0;276666
"Administracja publiczna";750;"ROZWÓJ REGIONALNY";34;"Urzędy marszałkowskie";75018;"";"";0;0;0;0;0;101090;0;101090
"Administracja publiczna";750;"ROZWÓJ REGIONALNY";34;"Placówki zagraniczne";75057;"";"";0;256;568;0;0;0;0;824
"Administracja publiczna";750;"ROZWÓJ REGIONALNY";34;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";75076;"";"";0;0;1295;0;0;0;0;1295
"Administracja publiczna";750;"ROZWÓJ REGIONALNY";34;"Pozostała działalność";75095;"";"";0;9;1340;0;0;56314;0;57663
"ROZWÓJ REGIONALNY";34;"Obrona narodowa";752;"";"";"";"";0;0;8;0;0;0;0;8
"ROZWÓJ REGIONALNY";34;"Obrona narodowa";752;"Pozostałe wydatki obronne";75212;"";"";0;0;8;0;0;0;0;8
"ROZWÓJ REGIONALNY";34;"Wymiar sprawiedliwości";755;"";"";"";"";0;0;0;0;0;337;0;337
"ROZWÓJ REGIONALNY";34;"Wymiar sprawiedliwości";755;"Krajowa Szkoła Sądownictwa i Prokuratury";75514;"";"";0;0;0;0;0;337;0;337
"ROZWÓJ REGIONALNY";34;"Różne rozliczenia";758;"";"";"";"";0;0;0;0;0;909534;0;909534
"ROZWÓJ REGIONALNY";34;"Różne rozliczenia";758;"Regionalne Programy Operacyjne 2007-2013";75861;"";"";0;0;0;0;0;632235;0;632235
"ROZWÓJ REGIONALNY";34;"Różne rozliczenia";758;"Program Operacyjny Kapitał Ludzki";75862;"";"";0;0;0;0;0;277299;0;277299
"ROZWÓJ REGIONALNY";34;"Pomoc społeczna";852;"";"";"";"";0;0;0;0;0;2299;0;2299
"Pomoc społeczna";852;"ROZWÓJ REGIONALNY";34;"Regionalne ośrodki polityki społecznej";85217;"";"";0;0;0;0;0;2299;0;2299
"ROZWÓJ REGIONALNY";34;"Pozostałe zadania w zakresie polityki społecznej";853;"";"";"";"";0;0;0;0;0;95621;0;95621
"ROZWÓJ REGIONALNY";34;"Pozostałe zadania w zakresie polityki społecznej";853;"Wojewódzkie urzędy pracy";85332;"";"";0;0;0;0;0;95621;0;95621
"RYNKI ROLNE";35;"";"";"";"";"";"";309482;122;26979;10220;0;177526;0;524329
"RYNKI ROLNE";35;"Rolnictwo i łowiectwo";10;"";"";"";"";0;120;19884;120;0;0;0;20124
"Rolnictwo i łowiectwo";10;"RYNKI ROLNE";35;"Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych";1023;"";"";0;110;16930;120;0;0;0;17160
"Rolnictwo i łowiectwo";10;"RYNKI ROLNE";35;"Pozostała działalność";1095;"";"";0;10;2954;0;0;0;0;2964
"RYNKI ROLNE";35;"Handel";500;"";"";"";"";309186;0;0;10100;0;177526;0;496812
"Handel";500;"RYNKI ROLNE";35;"Agencja Rynku Rolnego";50002;"";"";309186;0;0;10100;0;177526;0;496812
"RYNKI ROLNE";35;"Administracja publiczna";750;"";"";"";"";296;2;7085;0;0;0;0;7383
"Administracja publiczna";750;"RYNKI ROLNE";35;"Urzędy naczelnych i centralnych organów administracji rządowej";75001;"";"";0;2;6962;0;0;0;0;6964
"Administracja publiczna";750;"RYNKI ROLNE";35;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";75076;"";"";296;0;123;0;0;0;0;419
"RYNKI ROLNE";35;"Obrona narodowa";752;"";"";"";"";0;0;10;0;0;0;0;10
"Obrona narodowa";752;"RYNKI ROLNE";35;"Pozostałe wydatki obronne";75212;"";"";0;0;10;0;0;0;0;10
"SKARB PAŃSTWA";36;"";"";"";"";"";"";9514;121;67012;6250;0;0;0;82897
"SKARB PAŃSTWA";36;"Przetwórstwo przemysłowe";150;"";"";"";"";7014;0;0;865;0;0;0;7879
